sample	strain	community
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	39	4.302501e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	43	1.6927635e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	45	2.2889641e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	46	5.661924e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	47	1.4654817e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	49	2.643627e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	51	2.7448401e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	52	2.5722706e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	53	2.1655402e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	54	2.7469402e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	55	1.7723946e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	58	2.3134996e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	59	2.3225013e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	60	3.3025207e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	62	3.1602436e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	63	1.5683927e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	64	2.3313824e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	65	2.454127e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	69	3.592169e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	71	1.4353808e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	72	2.7878948e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	73	3.5726677e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	76	2.386979e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	77	2.9404896e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	79	1.2521836e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	80	0.99999976
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305684__gtpro__crisp.tsv.temp	82	2.3226654e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	-1	3.3213444e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	0	2.0587356e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	1	2.9069631e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	2	4.025778e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	4	1.0063925e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	5	0.31951445
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	6	7.880889e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	8	1.0169235e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	10	8.6824485e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	11	0.6804002
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	14	6.97234e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	15	1.0531522e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	16	9.0145875e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	17	3.410767e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	19	6.3790714e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	22	3.1595218e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	23	1.0163654e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	25	5.166274e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	27	9.246967e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	29	5.813676e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	33	1.0311312e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	34	9.19187e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	39	4.3634336e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	43	5.270284e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	45	4.0580912e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	46	1.2491904e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	47	3.5320915e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	49	6.0176023e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	51	6.792775e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	52	1.7388226e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	53	6.396483e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	54	4.46018e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	55	5.5241344e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	58	6.0016924e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	59	4.1313461e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	60	6.7965874e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	62	5.4193646e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	63	4.4463877e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	64	1.016735e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	65	7.2817494e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	69	9.591774e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	71	3.493705e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	72	1.1704203e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	73	5.8233246e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	76	1.0364888e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	77	6.651838e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	79	3.6100812e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	80	4.849659e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305690__gtpro__crisp.tsv.temp	82	1.0018613e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	-1	0.000101810925
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	0	8.365518e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	1	1.2749885e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	2	1.5468799e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	4	3.9628085e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	5	0.12083442
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	6	2.3753505e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	8	0.0054100347
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	10	3.909465e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	11	1.3098073e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	14	3.2770845e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	15	3.848293e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	16	1.3694199e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	17	1.6152903e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	19	2.4242659e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	22	2.2161641e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	23	3.1264635e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	25	9.864464e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	27	2.8776299e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	29	8.003756e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	33	3.539247e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	34	2.5096335e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	39	2.13292e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	43	7.170755e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	45	1.0755851e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	46	0.8734881
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	47	6.385295e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	49	1.7910658e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	51	3.1959719e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	52	4.0212108e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	53	1.8560881e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	54	2.0377383e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	55	6.998405e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	58	2.9377009e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	59	1.5296257e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	60	2.2795682e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	62	2.046746e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	63	5.1854863e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	64	3.4704665e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	65	4.229976e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	69	2.0557663e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	71	4.7124763e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	72	1.160672e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	73	3.6817808e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	76	2.9738442e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	77	2.6900811e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	79	4.5486277e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	80	8.180523e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305711__gtpro__crisp.tsv.temp	82	3.7316447e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	-1	9.14508e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	0	8.2504386e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	1	4.4517918e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	2	1.3652296e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	4	3.7267614e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	5	0.9829949
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	6	1.8303567e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	8	3.1507685e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	10	3.0193373e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	11	8.735137e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	14	2.2535051e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	15	4.3189164e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	16	8.133493e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	17	1.1797648e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	19	1.9902878e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	22	1.3458713e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	23	4.278793e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	25	8.334126e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	27	2.8665479e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	29	6.132868e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	33	3.4696267e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	34	2.1212394e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	39	2.8387861e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	43	4.3490034e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	45	6.015079e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	46	3.1458423e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	47	4.5497077e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	49	2.3623858e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	51	2.2486386e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	52	3.80058e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	53	1.2962916e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	54	1.95941e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	55	5.399207e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	58	2.524204e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	59	1.7939538e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	60	3.0696242e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	62	2.1686704e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	63	3.4161474e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	64	3.0566955e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	65	2.5552675e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	69	0.016958326
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	71	3.0321379e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	72	7.12926e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	73	2.3641123e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	76	2.892578e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	77	1.380006e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	79	2.9125953e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	80	5.9185528e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305716R__gtpro__crisp.tsv.temp	82	4.1510845e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	-1	2.4969881e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	0	1.4887016e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	1	1.741959e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	2	2.9061166e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	4	7.25162e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	5	0.9999994
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	6	7.858262e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	8	7.3301996e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	10	1.07386064e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	11	6.145943e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	14	1.11937695e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	15	7.771556e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	16	6.433023e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	17	5.5123444e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	19	8.703401e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	22	8.117171e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	23	7.292523e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	25	5.5592286e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	27	7.1012205e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	29	3.7858894e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	33	7.2930217e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	34	6.569008e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	39	7.679693e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	43	3.3472494e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	45	4.4341437e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	46	1.5059094e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	47	3.242681e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	49	7.2985196e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	51	9.450774e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	52	8.128977e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	53	5.895483e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	54	8.173673e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	55	3.7093577e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	58	7.0803643e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	59	6.7188304e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	60	9.81601e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	62	9.310056e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	63	2.812393e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	64	7.0911024e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	65	8.115742e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	69	9.710893e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	71	2.6133582e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	72	5.0996753e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	73	1.0181719e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	76	7.5637026e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	77	8.311146e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	79	2.355094e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202305719__gtpro__crisp.tsv.temp	80	4.183227e-09
